ID,0,1,2,3,4,5,6,7,8,9
00GCd9HYEge6Ntwi,-0.31869267477493324,-0.3966295689708897,0.21437976951017568,-0.021783444099336257,-0.016835279265035245,-0.3042423144919331,0.059103008960958506,-0.09779901864060951,-0.03494731202836122,1.022054537784997
01OcWE6ZDS0RAb4I,-0.31869267477493324,-0.2685185711161514,0.12251200183545932,-0.021783444099336257,-0.016835279265035245,-0.3852178385643611,-0.023459845422297506,-0.19689507531191225,-0.03494731202836122,0.5747912032581484
01UK70YxnzhjXY29,-0.31869267477493324,-0.3966295689708897,-0.29089295270076426,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,1.649895071744184,-0.03494731202836122,-0.5924570112387493
04elyRT3sHC2gYJK,-0.31869267477493324,-0.3966295689708897,-0.29089295270076426,-0.021783444099336257,67.71570202378801,-0.4392015212793131,-0.2505076949762515,-0.5212094425998121,-0.03494731202836122,-0.5924570112387493
04k3rCH5GDaZmhj0,-0.31869267477493324,-0.3966295689708897,-0.29089295270076426,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,1.7760173256894785,-0.03494731202836122,-0.5924570112387493
053TqfoRuva4bHoj,2.120048483640489,-0.3966295689708897,-0.29089295270076426,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,-0.5212094425998121,-0.03494731202836122,-0.5924570112387493
05TdCap8Gk4jFhSQ,-0.31869267477493324,2.080183056220717,-0.29089295270076426,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,-0.5212094425998121,-0.03494731202836122,-0.5924570112387493
07DgzvdwswlSllK2,-0.31869267477493324,-0.3966295689708897,-0.19902518502604793,-0.021783444099336257,-0.016835279265035245,1.7471376286762426,-0.2505076949762515,-0.5212094425998121,-0.03494731202836122,-0.5270038403323811
07kkTL6AEcAHgI9M,-0.31869267477493324,0.6069065808912268,1.6842640523056374,-0.021783444099336257,-0.016835279265035245,-0.3987137592430991,-0.2505076949762515,0.20849788379796258,-0.03494731202836122,0.13843673054902772
07qxWvKCXR9hamHv,-0.31869267477493324,3.4573762831591535,-0.29089295270076426,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,-0.5212094425998121,-0.03494731202836122,-0.5924570112387493
08swBeDr2z5RedVT,1.4941768589144073,-0.3966295689708897,0.16844588567281749,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,-0.5212094425998121,-0.03494731202836122,-0.5924570112387493
09gv6QNbyXON5d0A,-0.2539473342860282,1.0339432404070212,-0.29089295270076426,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,1.2985545071822926,-0.03494731202836122,1.000236814149541
09qyQ5Mws5l0mybs,-0.31869267477493324,-0.3966295689708897,-0.29089295270076426,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,-0.5212094425998121,-0.03494731202836122,2.7238369813505674
0AW4tvOr8GNsJOWT,-0.31869267477493324,-0.3752777359951,0.5129500144530038,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,0.32743228570654054,-0.47616578047649266,-0.03494731202836122,0.7602418541595246
0AYTHlmiiJ2Fw4lw,-0.31869267477493324,-0.3966295689708897,-0.29089295270076426,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,2.866073949073809,-0.03494731202836122,-0.5924570112387493
0AliCdn6erZdBf2S,-0.31869267477493324,-0.3966295689708897,-0.29089295270076426,54.4131491476116,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,-0.5212094425998121,-0.03494731202836122,-0.5924570112387493
0BFr2vVBvPuBpIRP,-0.31869267477493324,-0.3432499865314154,2.1436028906792193,-0.021783444099336257,-0.016835279265035245,1.3827477703503168,-0.2505076949762515,-0.37706972380518994,-0.03494731202836122,-0.23246457125372477
0BrxCsF3dd6VPd5f,-0.31869267477493324,0.4360919170849091,-0.015289649676615212,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.24018733817834453,-0.12482521591460116,-0.03494731202836122,-0.3306443276132769
0ClxJuVidzYn2gDu,-0.31869267477493324,-0.3966295689708897,4.325462372953733,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,-0.5212094425998121,-0.03494731202836122,-0.5924570112387493
0DDGPJTcQaNL45dy,-0.28632000453048073,-0.38595365248299485,1.064156620501302,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.17826519739090255,-0.3950871886545177,-0.03494731202836122,1.3711381159522935
0EvGCDSvdzIZdcQ3,-0.31869267477493324,-0.3966295689708897,-0.29089295270076426,-0.021783444099336257,-0.016835279265035245,-0.4392015212793131,-0.2505076949762515,-0.5212094425998121,-0.03494731202836122,1.152960879597733
